N,TotEdge,A,G,AVGE,t_mean,t_sd,edge_mean,edge_sd
6,35,0,0,0.1,130.33333333333334,54.84827557301445,35,0
6,35,0,0,0.11,114.5,67.17514421272202,35,0
6,35,0,0,0.12,162,NA,35,NA
6,35,0,0,0.13,114.5,67.17514421272202,35,0
6,35,0,0,0.15,67,NA,35,NA
6,35,0,0,0.18,67,NA,35,NA
6,35,0,0.3,0.1,130.33333333333334,54.84827557301445,35,0
6,35,0,0.3,0.11,114.5,67.17514421272202,35,0
6,35,0,0.3,0.12,162,NA,35,NA
6,35,0,0.3,0.13,114.5,67.17514421272202,35,0
6,35,0,0.3,0.15,67,NA,35,NA
6,35,0,0.3,0.18,67,NA,35,NA
6,35,0,0.5,0.1,130.33333333333334,54.84827557301445,35,0
6,35,0,0.5,0.11,114.5,67.17514421272202,35,0
6,35,0,0.5,0.12,162,NA,35,NA
6,35,0,0.5,0.13,114.5,67.17514421272202,35,0
6,35,0,0.5,0.15,67,NA,35,NA
6,35,0,0.5,0.18,67,NA,35,NA
6,35,0,0.7,0.1,130.33333333333334,54.84827557301445,35,0
6,35,0,0.7,0.11,114.5,67.17514421272202,35,0
6,35,0,0.7,0.12,162,NA,35,NA
6,35,0,0.7,0.13,114.5,67.17514421272202,35,0
6,35,0,0.7,0.15,67,NA,35,NA
6,35,0,0.7,0.18,67,NA,35,NA
6,35,0,1,0.1,130.33333333333334,54.84827557301445,35,0
6,35,0,1,0.11,114.5,67.17514421272202,35,0
6,35,0,1,0.12,162,NA,35,NA
6,35,0,1,0.13,114.5,67.17514421272202,35,0
6,35,0,1,0.15,67,NA,35,NA
6,35,0,1,0.18,67,NA,35,NA
6,35,0.3,0,0.44,75,NA,35,NA
6,35,0.3,0,0.46,75,NA,35,NA
6,35,0.3,0,0.5,75,NA,35,NA
6,35,0.3,0,0.52,75,NA,35,NA
6,35,0.3,0,0.54,124,NA,35,NA
6,35,0.3,0,0.55,124,NA,35,NA
6,35,0.3,0,0.57,99.5,34.64823227814083,35,0
6,35,0.3,0,0.59,124,NA,35,NA
6,35,0.3,0,0.61,124,NA,35,NA
6,35,0.3,0.3,0.37,74,NA,35,NA
6,35,0.3,0.3,0.39,74,NA,35,NA
6,35,0.3,0.3,0.42,74,NA,35,NA
6,35,0.3,0.3,0.44,74,NA,35,NA
6,35,0.3,0.3,0.49,74,NA,35,NA
6,35,0.3,0.3,0.54,103,NA,35,NA
6,35,0.3,0.3,0.56,103,NA,35,NA
6,35,0.3,0.3,0.59,103,NA,35,NA
6,35,0.3,0.3,0.61,103,NA,35,NA
6,35,0.3,0.3,0.64,103,NA,35,NA
6,35,0.3,0.5,0.37,74,NA,35,NA
6,35,0.3,0.5,0.39,74,NA,35,NA
6,35,0.3,0.5,0.42,74,NA,35,NA
6,35,0.3,0.5,0.44,74,NA,35,NA
6,35,0.3,0.5,0.49,74,NA,35,NA
6,35,0.3,0.5,0.54,103,NA,35,NA
6,35,0.3,0.5,0.56,103,NA,35,NA
6,35,0.3,0.5,0.59,103,NA,35,NA
6,35,0.3,0.5,0.61,103,NA,35,NA
6,35,0.3,0.5,0.64,103,NA,35,NA
6,35,0.3,0.7,0.37,74,NA,35,NA
6,35,0.3,0.7,0.39,74,NA,35,NA
6,35,0.3,0.7,0.42,74,NA,35,NA
6,35,0.3,0.7,0.44,74,NA,35,NA
6,35,0.3,0.7,0.49,74,NA,35,NA
6,35,0.3,0.7,0.54,103,NA,35,NA
6,35,0.3,0.7,0.56,103,NA,35,NA
6,35,0.3,0.7,0.59,103,NA,35,NA
6,35,0.3,0.7,0.61,103,NA,35,NA
6,35,0.3,0.7,0.64,103,NA,35,NA
6,35,0.3,1,0.37,74,NA,35,NA
6,35,0.3,1,0.39,74,NA,35,NA
6,35,0.3,1,0.42,74,NA,35,NA
6,35,0.3,1,0.44,74,NA,35,NA
6,35,0.3,1,0.49,74,NA,35,NA
6,35,0.3,1,0.54,103,NA,35,NA
6,35,0.3,1,0.56,103,NA,35,NA
6,35,0.3,1,0.59,103,NA,35,NA
6,35,0.3,1,0.61,103,NA,35,NA
6,35,0.3,1,0.64,103,NA,35,NA
6,35,0.5,0,0.44,75,NA,35,NA
6,35,0.5,0,0.46,75,NA,35,NA
6,35,0.5,0,0.5,75,NA,35,NA
6,35,0.5,0,0.52,75,NA,35,NA
6,35,0.5,0,0.54,124,NA,35,NA
6,35,0.5,0,0.55,124,NA,35,NA
6,35,0.5,0,0.57,99.5,34.64823227814083,35,0
6,35,0.5,0,0.59,124,NA,35,NA
6,35,0.5,0,0.61,124,NA,35,NA
6,35,0.5,0.3,0.37,74,NA,35,NA
6,35,0.5,0.3,0.39,74,NA,35,NA
6,35,0.5,0.3,0.42,74,NA,35,NA
6,35,0.5,0.3,0.44,74,NA,35,NA
6,35,0.5,0.3,0.49,74,NA,35,NA
6,35,0.5,0.3,0.54,103,NA,35,NA
6,35,0.5,0.3,0.56,103,NA,35,NA
6,35,0.5,0.3,0.59,103,NA,35,NA
6,35,0.5,0.3,0.61,103,NA,35,NA
6,35,0.5,0.3,0.64,103,NA,35,NA
6,35,0.5,0.5,0.37,74,NA,35,NA
6,35,0.5,0.5,0.39,74,NA,35,NA
6,35,0.5,0.5,0.42,74,NA,35,NA
6,35,0.5,0.5,0.44,74,NA,35,NA
6,35,0.5,0.5,0.49,74,NA,35,NA
6,35,0.5,0.5,0.54,103,NA,35,NA
6,35,0.5,0.5,0.56,103,NA,35,NA
6,35,0.5,0.5,0.59,103,NA,35,NA
6,35,0.5,0.5,0.61,103,NA,35,NA
6,35,0.5,0.5,0.64,103,NA,35,NA
6,35,0.5,0.7,0.37,74,NA,35,NA
6,35,0.5,0.7,0.39,74,NA,35,NA
6,35,0.5,0.7,0.42,74,NA,35,NA
6,35,0.5,0.7,0.44,74,NA,35,NA
6,35,0.5,0.7,0.49,74,NA,35,NA
6,35,0.5,0.7,0.54,103,NA,35,NA
6,35,0.5,0.7,0.56,103,NA,35,NA
6,35,0.5,0.7,0.59,103,NA,35,NA
6,35,0.5,0.7,0.61,103,NA,35,NA
6,35,0.5,0.7,0.64,103,NA,35,NA
6,35,0.5,1,0.37,74,NA,35,NA
6,35,0.5,1,0.39,74,NA,35,NA
6,35,0.5,1,0.42,74,NA,35,NA
6,35,0.5,1,0.44,74,NA,35,NA
6,35,0.5,1,0.49,74,NA,35,NA
6,35,0.5,1,0.54,103,NA,35,NA
6,35,0.5,1,0.56,103,NA,35,NA
6,35,0.5,1,0.59,103,NA,35,NA
6,35,0.5,1,0.61,103,NA,35,NA
6,35,0.5,1,0.64,103,NA,35,NA
6,35,0.7,0,0.44,75,NA,35,NA
6,35,0.7,0,0.46,75,NA,35,NA
6,35,0.7,0,0.5,75,NA,35,NA
6,35,0.7,0,0.52,75,NA,35,NA
6,35,0.7,0,0.54,124,NA,35,NA
6,35,0.7,0,0.55,124,NA,35,NA
6,35,0.7,0,0.57,99.5,34.64823227814083,35,0
6,35,0.7,0,0.59,124,NA,35,NA
6,35,0.7,0,0.61,124,NA,35,NA
6,35,0.7,0.3,0.37,74,NA,35,NA
6,35,0.7,0.3,0.39,74,NA,35,NA
6,35,0.7,0.3,0.42,74,NA,35,NA
6,35,0.7,0.3,0.44,74,NA,35,NA
6,35,0.7,0.3,0.49,74,NA,35,NA
6,35,0.7,0.3,0.54,103,NA,35,NA
